exp,Ki,u,t,i
1,0.0002,5.625,0.2396562099456787,1.16
1,0.0002,5.625,0.2438201904296875,1.12
1,0.0002,5.625,0.24769878387451172,1.08
1,0.0002,5.625,0.25159692764282227,1.09
1,0.0002,5.625,0.2557051181793213,1.06
1,0.0002,5.625,0.25969529151916504,1.05
1,0.0002,5.625,0.263704776763916,1.04
1,0.0002,5.625,0.2677173614501953,1.01
1,0.0002,5.625,0.27170753479003906,0.98
1,0.0002,5.625,0.2758655548095703,0.99
1,0.0002,5.625,0.28009748458862305,0.96
1,0.0002,5.625,0.28403162956237793,0.9500000000000001
1,0.0002,5.625,0.2880525588989258,0.96
1,0.0002,5.625,0.2921023368835449,0.9
1,0.0002,5.625,0.29613590240478516,0.93
1,0.0002,5.625,0.3000819683074951,0.89
1,0.0002,5.625,0.3040149211883545,0.87
1,0.0002,5.625,0.30786871910095215,0.87
1,0.0002,5.625,0.3116292953491211,0.88
1,0.0002,5.625,0.31551432609558105,0.8300000000000001
1,0.0002,5.625,0.31974148750305176,0.84
1,0.0002,5.625,0.3237001895904541,0.8200000000000001
1,0.0002,5.625,0.32790422439575195,0.77
1,0.0002,5.625,0.3320455551147461,0.8
1,0.0002,5.625,0.33599090576171875,0.81
1,0.0002,5.625,0.3400075435638428,0.79
1,0.0002,5.625,0.34435415267944336,0.78
